Location,Indicator,Sector,Units,Scale,Measurement,2024,Source,Seasonally adjusted,Base year price,Base year index,Historical end,Date of last update,Source details,Additional source details,Contact email,Location code,Indicator code
Yorkshire and the Humber,Self employed jobs,"Food products, beverages and tobacco",Jobs,thousands,Level values,1.75,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCA
Yorkshire and the Humber,Self employed jobs,Human health and social work ,Jobs,thousands,Level values,25.99,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEQQ
Yorkshire and the Humber,Self employed jobs,Information and communication,Jobs,thousands,Level values,12.97,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEJJ
Yorkshire and the Humber,Self employed jobs,Machinery and equipment nec,Jobs,thousands,Level values,0.97,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCK
Yorkshire and the Humber,Self employed jobs,Manufacturing - Total,Jobs,thousands,Level values,18.42,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECC
Yorkshire and the Humber,Self employed jobs,Mining and quarrying,Jobs,thousands,Level values,0.27,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEBB
Yorkshire and the Humber,Self employed jobs,Other manufacturing and repair,Jobs,thousands,Level values,3.66,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCM
Yorkshire and the Humber,Self employed jobs,Other service activities,Jobs,thousands,Level values,32.58,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SESS
Yorkshire and the Humber,Self employed jobs,Education,Jobs,thousands,Level values,20.73,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEPP
Yorkshire and the Humber,Self employed jobs,"Professional, scientific and tech",Jobs,thousands,Level values,33.62,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEMM
Yorkshire and the Humber,Self employed jobs,Public administration and defence,Jobs,thousands,Level values,2.97,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEOO
Yorkshire and the Humber,Self employed jobs,Real estate activities,Jobs,thousands,Level values,7.19,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SELL
Yorkshire and the Humber,Self employed jobs,"Rubber, plastic and other non-metallic mineral products",Jobs,thousands,Level values,2.56,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCG
Yorkshire and the Humber,Self employed jobs,"Textiles, wearing apparel and leather products",Jobs,thousands,Level values,2.3,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCB
Yorkshire and the Humber,Self employed jobs,Total,Jobs,thousands,Level values,319.82,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SETT
Yorkshire and the Humber,Self employed jobs,Transport equipment,Jobs,thousands,Level values,0.28,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCL
Yorkshire and the Humber,Self employed jobs,Transportation and storage,Jobs,thousands,Level values,18.93,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEHH
Yorkshire and the Humber,Self employed jobs,Water supply,Jobs,thousands,Level values,0.22,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEEE
Yorkshire and the Humber,Self employed jobs,Wholesale and retail trade,Jobs,thousands,Level values,24.6,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SEGG
Yorkshire and the Humber,Self employed jobs,"Wood, paper products and printing",Jobs,thousands,Level values,2.6,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,SECCC
Yorkshire and the Humber,Claimant count unemployment rate,Whole Economy,% of population aged 16 - 64,,Level values,4.3,National Statistics,FALSE,,,2025,24-Feb-26,"National Statistics, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,UP
Yorkshire and the Humber,Administrative and secretarial,Whole Economy,People,thousands,Level values,226.16,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONADM
Yorkshire and the Humber,Associate professional and technical,Whole Economy,People,thousands,Level values,371.74,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONTEC
Yorkshire and the Humber,Elementary,Whole Economy,People,thousands,Level values,337.75,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONELE
Yorkshire and the Humber,Managers and senior professionals,Whole Economy,People,thousands,Level values,308.8,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONMAN
Yorkshire and the Humber,Personal services,Whole Economy,People,thousands,Level values,256.93,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONPER
Yorkshire and the Humber,"Process, plant and machine operatives",Whole Economy,People,thousands,Level values,200.78,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONMAC
Yorkshire and the Humber,Professionals,Whole Economy,People,thousands,Level values,507.39,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONPRO
Yorkshire and the Humber,Sales and customer services,Whole Economy,People,thousands,Level values,194.16,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONSAL
Yorkshire and the Humber,Skilled trades,Whole Economy,People,thousands,Level values,267.65,"Annual Population Survey, Oxford Economics",FALSE,,,2024,24-Feb-26,"Annual Population Survey, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK7,ONSKI
North West,Claimant count unemployment,Whole Economy,People,thousands,Level values,206.22,National Statistics,FALSE,,,2025,24-Feb-26,"National Statistics, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,UNMP
North West,Employee jobs,Accommodation and food service,Jobs,thousands,Level values,264.99,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EEII
North West,Employee jobs,Administrative and support ,Jobs,thousands,Level values,297.25,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EENN
North West,Employee jobs,"Agriculture, forestry and fishing",Jobs,thousands,Level values,11.05,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EEAA
North West,Employee jobs,"Arts, entertainment and rec.",Jobs,thousands,Level values,83.44,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EERR
North West,Employee jobs,Basic metals and metal products,Jobs,thousands,Level values,48.06,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EECCH
North West,Employee jobs,Basic pharmaceutical products,Jobs,thousands,Level values,9.39,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EECCF
North West,Employee jobs,Chemicals and chemical products,Jobs,thousands,Level values,19.2,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EECCE
North West,Employee jobs,Coke and refined petroleum products,Jobs,thousands,Level values,1.51,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EECCD
North West,Employee jobs,"Computer, electronic and optical products",Jobs,thousands,Level values,11.37,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EECCI
North West,Employee jobs,Construction,Jobs,thousands,Level values,146.8,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EEFF
North West,Employee jobs,Electrical equipment,Jobs,thousands,Level values,9.04,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EECCJ
North West,Employee jobs,"Electricity, gas, steam and air ",Jobs,thousands,Level values,15.05,Workforce Jobs,FALSE,,,2024,24-Feb-26,"Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,UK8,EEDD
